1.82,-0.003,0.146,0.778,9.342,
1.82,0.006,0.144,0.752,9.001,
1.82,0.003,0.14,0.732,8.871,
1.82,0.004,0.138,0.764,9.134,
1.82,0.002,0.14,0.801,9.434,
1.82,0,0.141,0.828,9.9,
1.82,0.015,0.146,0.865,10.351,
1.82,0.009,0.147,0.831,9.923,
1.82,0.004,0.146,0.803,9.593,
1.82,0.003,0.145,0.785,9.374,
1.82,0.004,0.143,0.765,9.137,
1.82,0.009,0.141,0.747,8.928,
1.82,0.011,0.138,0.739,8.831,
1.82,0.001,0.139,0.774,9.186,
1.82,0.01,0.14,0.811,9.657,
1.82,0.001,0.143,0.854,10.073,
1.82,0.009,0.147,0.882,10.537,
1.82,0.011,0.147,0.835,9.975,
1.82,0.007,0.147,0.801,9.568,
1.82,0.015,0.144,0.782,9.349,
1.82,0.004,0.143,0.756,9.037,
1.82,0.005,0.141,0.739,8.834,
1.82,0.016,0.139,0.766,8.909,
1.82,0.003,0.139,0.782,9.353,
1.82,0,0.14,0.823,9.734,
1.82,0.009,0.144,0.862,10.307,
1.82,0.006,0.147,0.845,10.131,
1.82,0.015,0.147,0.821,9.818,
1.82,0.008,0.145,0.793,9.476,
1.82,0.005,0.143,0.767,9.164,
1.82,0,0.142,0.754,9.012,
1.82,0.005,0.14,0.728,8.667,
1.82,0,0.138,0.759,9.075,
1.82,0.02,0.138,0.8,9.344,
1.82,0.013,0.142,0.839,10.118,
1.82,0.003,0.145,0.878,10.443,
1.82,0.005,0.148,0.865,10.339,
1.82,0.006,0.149,0.85,10.22,
1.82,0.008,0.15,0.824,9.852,
1.82,-0.001,0.148,0.807,9.649,
1.82,0.022,0.146,0.786,9.392,
1.82,0.007,0.142,0.761,9.095,
1.82,0.011,0.142,0.77,9.211,
1.82,0,0.143,0.808,9.651,
1.82,0.01,0.144,0.845,10.073,
1.82,0.003,0.146,0.85,10.161,
1.82,0.011,0.146,0.813,9.803,
1.82,0.002,0.145,0.789,9.453,
1.82,0.016,0.143,0.766,9.182,
1.82,0.001,0.142,0.751,8.972,
1.82,0.003,0.139,0.737,8.813,
1.82,0.014,0.139,0.759,9.06,
1.82,0,0.139,0.794,9.487,
1.82,0.022,0.142,0.833,9.927,
1.82,0.01,0.146,0.869,10.375,
1.82,-0.001,0.148,0.871,10.433,
1.82,0.002,0.15,0.87,10.319,
1.82,-0.012,0.149,0.832,9.953,
1.82,0,0.147,0.812,9.702,
1.82,0.002,0.146,0.791,9.545,
1.82,0.006,0.144,0.797,9.521,
1.82,0.003,0.145,0.817,9.765,
1.82,0.003,0.146,0.855,10.209,
1.82,0.011,0.147,0.874,10.456,
1.82,0.004,0.151,0.885,10.572,
1.82,0.002,0.151,0.86,10.24,
1.82,0.006,0.15,0.834,10.061,
1.82,0.004,0.148,0.824,9.834,
1.82,0.001,0.147,0.789,9.494,
1.82,0,0.144,0.756,9.041,
1.82,0,0.142,0.781,9.232,
1.82,0.001,0.143,0.793,9.486,
1.82,0.019,0.145,0.825,9.87,
1.82,-0.003,0.146,0.869,10.387,
1.82,0.006,0.148,0.834,9.97,
1.82,0.008,0.147,0.811,9.697,
1.82,0,0.145,0.781,9.334,
1.82,0.003,0.143,0.764,9.196,
1.82,-0.003,0.141,0.743,8.876,
1.82,0.004,0.139,0.744,8.851,
1.82,0.001,0.14,0.767,9.167,
1.82,0.005,0.14,0.808,9.575,
1.82,0.005,0.142,0.835,9.98,
1.82,0.002,0.146,0.867,10.355,
1.82,0.006,0.148,0.808,9.672,
1.82,0.003,0.146,0.795,9.507,
1.82,0,0.143,0.773,9.249,
1.82,0.009,0.142,0.745,8.902,
1.82,0.003,0.14,0.734,8.922,
1.82,0,0.138,0.756,9.035,
1.82,0,0.14,0.79,9.422,
1.82,-0.003,0.142,0.817,9.759,
1.82,0.001,0.145,0.861,10.248,
1.82,0.002,0.147,0.842,10.036,
1.82,0.007,0.147,0.807,9.647,
1.82,0.009,0.145,0.786,9.396,
1.82,0.001,0.143,0.766,9.15,
1.82,-0.003,0.14,0.742,8.876,
1.82,0.006,0.139,0.741,8.856,
1.82,0.001,0.138,0.782,9.346,
1.82,-0.01,0.139,0.796,9.515,
1.82,0.013,0.142,0.838,10.014,
1.82,0.002,0.146,0.865,10.341,
1.82,0.005,0.146,0.821,9.823,
1.82,0.009,0.146,0.802,9.583,
1.82,0.003,0.144,0.775,9.264,
1.82,0.002,0.143,--,9.04,
1.82,0.007,0.14,0.737,8.805,
1.82,0.001,0.138,0.757,9.083,
1.82,0.003,0.14,0.783,9.361,
1.82,0.002,0.141,0.821,9.726,
1.82,0.006,0.145,0.893,10.68,
1.82,0.003,0.149,0.887,10.598,
1.82,0.004,0.149,0.854,10.213,
1.82,0,0.15,0.839,10.023,
1.82,0.002,0.147,0.806,9.65,
1.82,0.012,0.145,0.797,9.529,
1.82,0.006,0.143,0.768,9.176,
1.82,-0.006,0.142,0.779,9.307,
1.82,0.008,0.142,0.806,9.641,
1.82,0.012,0.144,0.835,9.993,
1.82,0.004,0.146,0.866,10.348,
1.82,0.003,0.146,0.818,9.779,
1.82,0.006,0.146,0.814,9.735,
1.82,0,0.145,0.796,9.51,
1.82,0,0.144,0.775,9.27,
1.82,-0.001,0.142,0.759,9.063,
1.82,0.002,0.139,0.736,8.783,
1.82,0.007,0.139,0.759,9.077,
1.82,0.017,0.139,0.791,9.478,
1.82,0.006,0.14,0.827,9.906,
1.82,0.008,0.144,0.862,10.281,
1.82,0.019,0.146,0.815,9.703,
1.82,0.006,0.145,0.799,9.545,
1.82,-0.001,0.144,0.768,9.173,
1.82,0.006,0.142,0.763,9.111,
1.82,0.011,0.14,0.747,8.94,
1.82,0.006,0.138,0.74,8.85,
1.82,-0.001,0.139,0.768,9.183,
1.82,0.004,0.14,0.805,9.622,
1.82,0.003,0.142,0.835,9.976,
1.82,-0.004,0.145,0.851,10.175,
1.82,0.009,0.146,0.815,9.745,
1.82,0.003,0.146,0.788,9.405,
1.82,0.001,0.144,0.771,9.219,
1.82,0.001,0.142,0.755,9.01,
1.82,0,0.139,0.737,8.843,
1.82,0.003,0.138,0.741,8.861,
1.82,0.009,0.138,0.785,9.358,
1.82,0.003,0.14,0.81,9.687,
1.82,0.009,0.143,0.861,10.293,
1.82,0.008,0.147,0.899,10.748,
1.82,0.001,0.15,0.865,10.341,
1.82,0.013,0.151,0.848,10.14,
1.82,0,0.149,0.817,9.749,
1.82,0,0.148,0.806,9.622,
1.82,0.003,0.145,0.781,9.334,
1.82,0.004,0.144,0.809,9.687,
1.82,0.003,0.145,0.829,9.917,
1.82,0.013,0.148,0.863,10.317,
1.82,-0.003,0.15,0.886,10.767,
1.82,0.001,0.151,0.882,10.534,
1.82,0.012,0.151,0.852,10.187,
1.82,0.001,0.15,0.83,9.921,
1.82,0.009,0.148,0.805,9.621,
1.82,0.011,0.145,0.781,9.343,
1.82,0,0.143,0.754,9.012,
1.82,0,0.142,0.785,9.334,
1.82,0.009,0.142,0.809,9.66,
1.82,0.007,0.144,0.83,9.942,
1.82,-0.004,0.147,0.869,10.382,
1.82,0.005,0.147,0.825,9.854,
1.82,0.003,0.146,0.8,9.566,
1.82,0.006,0.144,0.779,9.314,
1.82,0.015,0.142,0.765,9.14,
1.82,0.006,0.14,0.745,8.884,
1.82,0.002,0.138,0.742,8.865,
1.82,-0.001,0.141,0.786,9.395,
1.82,0.009,0.142,0.829,9.91,
1.82,0.012,0.146,0.895,10.695,
1.82,0.01,0.149,0.873,10.451,
1.82,-0.003,0.149,0.86,10.279,
1.82,-0.003,0.15,0.829,9.884,
1.82,0.004,0.149,0.812,9.7,
1.82,0.002,0.147,0.794,9.442,
1.82,0.002,0.146,0.791,9.45,
1.82,0.02,0.145,0.811,9.848,
1.82,0.003,0.146,0.85,10.159,
1.82,0.009,0.148,0.873,10.431,
1.82,0.009,0.149,0.888,10.618,
1.82,0.003,0.15,0.842,10.047,
1.82,0,0.148,0.796,9.54,
1.82,0.004,0.147,0.774,9.248,
1.82,0.005,0.143,0.755,9.022,
1.82,0.004,0.14,0.742,8.874,
1.82,0.015,0.138,0.755,9.027,
1.82,0,0.14,0.791,9.457,
1.82,0.008,0.141,0.814,9.688,
1.82,0.016,0.144,0.872,10.416,
1.82,0.034,0.147,0.845,10.104,
1.82,0.012,0.146,0.809,9.672,
1.82,0.005,0.145,0.789,9.433,
1.82,0.009,0.144,0.769,9.189,
1.82,0,0.142,0.751,8.979,
1.82,0,0.139,0.731,8.75,
1.82,0.002,0.138,0.764,9.133,
1.82,0.009,0.141,0.801,9.578,
1.82,0.016,0.143,0.84,10.064,
1.82,0.012,0.147,0.868,10.372,
1.82,0.005,0.148,0.87,10.403,
1.82,0.002,0.149,0.837,10.001,
1.82,0,0.148,0.817,9.765,
1.82,0.002,0.147,0.801,9.564,
1.82,0.003,0.145,0.782,9.33,
1.82,0.015,0.143,0.797,9.521,
1.82,0.002,0.144,0.805,9.623,
1.82,0.026,0.145,0.821,9.818,
1.82,0.016,0.146,0.845,10.104,
1.82,0.019,0.148,0.838,10.031,
1.82,0.001,0.147,0.829,9.891,
1.82,0.001,0.147,0.805,9.619,
1.82,0.008,0.144,0.771,9.22,
1.82,0.029,0.142,0.745,8.908,
1.82,0,0.14,0.741,8.856,
1.82,-0.003,0.14,0.761,9.098,
1.82,0.005,0.141,0.803,9.601,
1.82,0.006,0.143,0.837,9.994,
1.82,0.013,0.146,0.874,10.44,
1.82,0.009,0.147,0.83,9.922,
1.82,0.012,0.147,0.797,9.532,
1.82,0.011,0.143,0.774,9.238,
1.82,0.001,0.142,0.753,9,
1.82,0.007,0.14,0.739,8.837,
1.82,0.009,0.139,0.756,9.045,
1.82,0.009,0.139,0.784,9.356,
1.82,0.019,0.141,0.816,9.742,
1.82,0.006,0.144,0.86,10.282,
1.82,0.01,0.148,0.894,10.679,
1.82,0,0.149,0.858,10.286,
1.82,0.014,0.149,0.843,10.048,
1.82,0.003,0.148,0.812,9.712,
1.82,-0.011,0.147,0.798,9.538,
1.82,0,0.144,0.78,9.343,
1.82,-0.004,0.144,0.798,9.547,
1.82,0.01,0.145,0.829,9.911,
1.82,0.015,0.146,0.847,10.125,
1.82,0.023,0.149,0.864,10.33,
