28.3,0.105,0.019,0.695,8.293
28.3,0.108,0.024,0.702,8.39
28.3,0.102,0.026,0.714,8.526
28.3,0.097,0.027,0.653,7.797
28.3,0.099,0.029,0.648,7.759
28.3,0.103,0.029,0.686,8.211
28.3,0.102,0.03,0.71,8.509
28.3,0.109,0.03,0.71,8.504
28.3,0.109,0.03,0.695,8.319
28.3,0.102,0.031,0.664,7.945
28.3,0.104,0.031,0.65,7.765
28.3,0.098,0.033,0.647,7.736
28.3,0.104,0.033,0.664,7.935
28.3,0.104,0.034,0.663,7.924
28.3,0.097,0.035,0.661,7.921
28.3,0.104,0.035,0.692,8.268
28.3,0.107,0.035,0.659,7.883
28.3,0.108,0.035,0.678,8.103
28.3,0.101,0.037,0.653,7.807
28.3,0.101,0.039,0.684,8.18
28.3,0.099,0.039,0.648,7.743
28.3,0.105,0.041,0.695,8.313
28.3,0.106,0.041,0.697,8.171
28.3,0.109,0.042,0.685,8.209
28.3,0.099,0.043,0.683,8.199
28.3,0.1,0.044,0.707,8.451
28.3,0.101,0.044,0.668,7.981
28.3,0.108,0.044,0.663,7.924
28.3,0.103,0.045,0.695,8.307
28.3,0.103,0.045,0.678,8.103
28.3,0.105,0.045,0.645,7.706
28.3,0.11,0.045,0.693,8.287
28.3,0.104,0.046,0.721,8.62
28.3,0.108,0.046,0.689,8.232
28.3,0.099,0.047,0.697,8.327
28.3,0.102,0.047,0.679,8.118
28.3,0.101,0.047,0.65,7.765
28.3,0.106,0.047,0.686,8.202
28.3,0.101,0.048,0.725,8.67
28.3,0.102,0.048,0.668,7.981
28.3,0.103,0.049,0.682,8.153
28.3,0.102,0.049,0.66,7.887
28.3,0.106,0.049,0.696,8.318
28.3,0.106,0.049,0.645,7.703
28.3,0.106,0.049,0.682,8.152
28.3,0.105,0.049,0.669,7.996
28.3,0.077,0.05,0.718,8.577
28.3,0.102,0.05,0.675,7.876
28.3,0.1,0.052,0.681,8.137
28.3,0.102,0.052,0.679,8.117
28.3,0.1,0.052,0.691,8.267
28.3,0.103,0.052,0.677,8.086
28.3,0.105,0.052,0.64,7.777
28.3,0.107,0.052,0.67,8.011
28.3,0.108,0.053,0.692,8.273
28.3,0.106,0.053,0.654,7.819
28.3,0.102,0.054,0.691,8.263
28.3,0.1,0.054,0.687,8.213
28.3,0.102,0.054,0.655,7.82
28.3,0.104,0.054,0.668,7.929
28.3,0.101,0.055,0.711,8.499
28.3,0.099,0.055,0.666,7.97
28.3,0.103,0.055,0.697,8.333
28.3,0.109,0.055,0.679,8.116
28.3,0.095,0.056,0.692,8.285
28.3,0.105,0.056,0.652,7.795
28.3,0.108,0.056,0.662,7.911
28.3,0.107,0.056,0.648,7.751
28.3,0.051,0.057,0.75,8.956
28.3,0.105,0.057,0.719,8.597
28.3,0.103,0.058,0.692,8.276
28.3,0.1,0.058,0.649,7.757
28.3,0.109,0.058,0.677,8.081
28.3,0.1,0.059,0.677,8.091
28.3,0.103,0.061,0.689,8.226
28.3,0.107,0.061,0.651,7.794
28.3,0.104,0.062,0.709,8.478
28.3,0.1,0.062,0.672,8.018
28.3,0.104,0.062,0.726,8.692
28.3,0.105,0.062,0.707,8.439
28.3,0.105,0.062,0.687,8.198
28.3,0.105,0.063,0.67,8.011
28.3,0.101,0.065,0.695,8.316
28.3,0.104,0.065,0.661,7.905
28.3,0.107,0.066,0.708,8.31
28.3,0.108,0.066,0.675,8.056
28.3,0.099,0.067,0.694,8.302
28.3,0.104,0.067,0.7,8.36
28.3,0.103,0.067,0.65,7.774
28.3,0.105,0.067,0.688,8.221
28.3,0.108,0.067,0.714,8.536
28.3,0.11,0.067,0.687,8.208
28.3,0.103,0.068,0.674,8.053
28.3,0.104,0.068,0.709,8.468
28.3,0.107,0.068,0.704,8.419
28.3,0.104,0.069,0.683,8.161
28.3,0.101,0.069,0.657,7.849
28.3,0.101,0.069,0.653,7.881
28.3,0.099,0.069,0.669,7.999
28.3,0.105,0.07,0.705,8.266
28.3,0.105,0.07,0.674,8.069
28.3,0.101,0.071,0.674,8.047
28.3,0.102,0.071,0.694,8.115
28.3,0.051,0.072,0.692,8.267
28.3,0.1,0.072,0.662,7.913
28.3,0.107,0.072,0.717,8.571
28.3,0.11,0.072,0.712,8.539
28.3,0.105,0.072,0.649,7.756
28.3,0.1,0.073,0.659,7.872
28.3,0.104,0.073,0.675,8.061
28.3,0.109,0.073,0.705,8.423
28.3,0.099,0.074,0.677,8.114
28.3,0.105,0.074,0.721,8.614
28.3,0.106,0.074,0.688,8.223
28.3,0.109,0.074,0.716,8.562
28.3,0.107,0.075,0.712,8.526
28.3,0.051,0.076,0.708,8.46
28.3,0.103,0.076,0.72,8.61
28.3,0.106,0.076,0.699,8.351
28.3,0.109,0.076,0.699,8.359
28.3,0.105,0.076,0.658,7.866
28.3,0.099,0.077,0.666,7.956
28.3,0.098,0.077,0.655,7.835
28.3,0.103,0.077,0.713,8.523
28.3,0.104,0.077,0.661,7.893
28.3,0.104,0.077,0.663,7.927
28.3,0.11,0.077,0.678,8.101
28.3,0.103,0.078,0.678,8.116
28.3,0.102,0.078,0.711,8.492
28.3,0.107,0.078,0.695,8.308
28.3,0.105,0.078,0.655,7.818
28.3,0.105,0.078,0.662,7.914
28.3,0.108,0.078,0.694,8.306
28.3,0.107,0.078,0.683,8.169
28.3,0.1,0.079,0.7,8.387
28.3,0.103,0.079,0.644,7.704
28.3,0.108,0.079,0.689,8.184
28.3,0.109,0.079,0.71,8.485
28.3,0.107,0.079,0.668,7.989
28.3,0.102,0.08,0.719,8.6
28.3,0.099,0.08,0.66,7.889
28.3,0.104,0.08,0.713,8.526
28.3,0.101,0.08,0.703,8.427
28.3,0.102,0.08,0.661,7.904
28.3,0.109,0.08,0.72,8.612
28.3,0.104,0.081,0.685,8.177
28.3,0.105,0.081,0.676,8.085
28.3,0.106,0.081,0.678,8.103
28.3,0.105,0.081,0.688,8.243
28.3,0.107,0.081,0.724,8.648
28.3,0.052,0.082,0.744,8.868
28.3,0.106,0.082,0.667,7.969
28.3,0.105,0.082,0.641,7.678
28.3,0.105,0.083,0.706,8.432
28.3,0.104,0.083,0.652,7.791
28.3,0.105,0.083,0.649,7.574
28.3,0.05,0.084,0.711,8.504
28.3,0.078,0.084,0.677,8.097
28.3,0.1,0.084,0.662,7.912
28.3,0.1,0.084,0.646,7.729
28.3,0.107,0.084,0.666,7.962
28.3,0.106,0.084,0.708,8.469
28.3,0.105,0.085,0.712,8.506
28.3,0.108,0.085,0.716,8.597
28.3,0.108,0.085,0.682,8.172
28.3,0.107,0.085,0.701,8.271
28.3,0.102,0.086,0.716,8.547
28.3,0.099,0.086,0.65,7.766
28.3,0.108,0.086,0.665,7.944
28.3,0.108,0.086,0.667,7.948
28.3,0.04,0.087,0.723,8.651
28.3,0.078,0.087,0.75,8.968
28.3,0.103,0.087,0.72,8.606
28.3,0.104,0.087,0.71,8.49
28.3,0.101,0.087,0.657,7.847
28.3,0.103,0.087,0.647,7.742
28.3,0.044,0.088,0.74,8.847
28.3,0.075,0.088,0.7,8.362
28.3,0.103,0.088,0.704,8.413
28.3,0.104,0.088,0.703,8.407
28.3,0.104,0.088,0.672,8.027
28.3,0.102,0.088,0.699,8.357
28.3,0.105,0.088,0.658,7.869
28.3,0.109,0.088,0.716,8.558
28.3,0.108,0.088,0.716,8.542
28.3,0.108,0.088,0.669,7.993
28.3,0.107,0.088,0.661,7.897
28.3,0.039,0.089,0.725,8.665
28.3,0.077,0.089,0.727,8.672
28.3,0.097,0.089,0.704,8.414
28.3,0.102,0.089,0.71,8.501
28.3,0.104,0.089,0.714,8.536
28.3,0.104,0.089,0.677,8.088
28.3,0.107,0.089,0.712,8.514
28.3,0.078,0.09,0.706,8.442
28.3,0.099,0.09,0.685,8.209
28.3,0.099,0.09,0.706,8.438
28.3,0.108,0.09,0.694,8.289
28.3,0.106,0.09,0.663,7.898
28.3,0.106,0.09,0.716,8.564
28.3,0.11,0.09,0.702,8.403
28.3,0.053,0.091,0.757,9.046
28.3,0.052,0.091,0.733,8.762
28.3,0.078,0.091,0.732,8.745
28.3,0.077,0.091,0.689,8.3
28.3,0.082,0.091,0.694,8.305
28.3,0.081,0.091,0.701,8.37
28.3,0.108,0.091,0.714,8.535
28.3,0.109,0.091,0.702,8.395
28.3,0.108,0.091,0.691,8.257
28.3,0.108,0.091,0.711,8.502
28.3,0.107,0.092,0.686,8.193
28.3,0.04,0.093,0.702,8.41
28.3,0.076,0.093,0.7,8.371
28.3,0.102,0.093,0.664,7.948
28.3,0.102,0.093,0.663,7.936
28.3,0.051,0.094,0.726,8.679
28.3,0.052,0.094,0.741,8.859
28.3,0.079,0.094,0.671,8.02
28.3,0.105,0.094,0.7,8.359
28.3,0.106,0.094,0.699,8.355
28.3,0.106,0.094,0.701,8.371
28.3,0.106,0.094,0.712,8.51
28.3,0.109,0.094,0.704,8.414
28.3,0.108,0.094,0.718,8.58
28.3,0.08,0.095,0.686,8.214
28.3,0.08,0.095,0.713,8.532
